recipe,default_portion,default_portion_in_grams,Calcium_(MG)_total,Carbohydrates_(G)_total,Iron_(MG)_total,Lipid_(G)_total,Magnesium_(MG)_total,Protein_(G)_total,Sodium_(MG)_total,Vitamin_A_(UG)_total,Vitamin_C_(MG)_total,Vitamin_D_(UG)_total,Calcium_(MG)_per_100G,Carbohydrates_(G)_per_100G,Iron_(MG)_per_100G,Lipid_(G)_per_100G,Magnesium_(MG)_per_100G,Protein_(G)_per_100G,Sodium_(MG)_per_100G,Vitamin_A_(UG)_per_100G,Vitamin_C_(MG)_per_100G,Vitamin_D_(UG)_per_100G
French salad dressing,recipe_1_person,228.45,29.3525,31.36276,0.939815,62.92711,23.8435,1.69758,730.35,23.4625,11.3945,0.0,12.848544539286497,13.728500766031956,0.4113876121689647,27.545244035894072,10.437075946596629,0.7430860144451741,319.69796454366383,10.270299846793607,4.987743488728388,0.0
Kaki,1 fl oz (with ice),23.0,2.76,4.0135,0.2714,0.0069,3.22,0.1402999999999999,0.92,0.0,0.943,0.0,12.0,17.45,1.18,0.03,14.0,0.61,4.0,0.0,4.1,0.0
Macaroon,recipe_1_person,317.5,217.025,44.903125,4.649249999999999,40.31175,115.55,14.0415,318.9625,141.55,3.94,2.3625,68.35433070866142,14.14271653543307,1.4643307086614177,12.696614173228348,36.39370078740158,4.4225196850393695,100.46062992125984,44.58267716535433,1.2409448818897637,0.7440944881889764
Carrot,1 single serving bag,80.0,28.8,7.744,0.096,0.192,9.6,0.696,60.0,609.6,3.36,0.0,36.0,9.68,0.12,0.24,12.0,0.87,75.0,762.0,4.2,0.0
Crêpe,1 surface inch,1.3,1.235,0.28626,0.02431,0.1467699999999999,0.221,0.11505,3.614,1.274,0.0,0.0195,95.0,22.02,1.87,11.29,17.0,8.85,278.0,98.0,0.0,1.5
Jam,recipe_1_person,195.25,22.7825,24.9842,0.7358,0.290025,16.23,0.73005,10.9275,1.7175,52.264,0.0,11.668373879641486,12.796005121638922,0.3768501920614596,0.1485403329065301,8.312419974391805,0.3739052496798975,5.596670934699104,0.8796414852752881,26.767733674775933,0.0
Chicken nuggets,recipe_1_person,199.75,53.4675,38.657875,3.72295,33.419200000000004,142.4425,20.340975,654.215,21.635,8.405,0.182,26.76720901126408,19.353128911138924,1.8638047559449316,16.730513141426787,71.31038798498123,10.183216520650811,327.5168961201502,10.831038798498122,4.207759699624531,0.0911138923654568
Soup,recipe_1_person,752.375,289.838,119.2539825,9.625215,107.12896,381.90275,45.075205,1361.21525,195.2565,37.10465,0.19375,38.52307692307692,15.850338262169794,1.2793108489782354,14.238771889018109,50.75962784515699,5.991055657085895,180.9224455889683,25.952018607742147,4.93166971257684,0.0257517860109652
Sushi,recipe_1_person,733.45,250.49,242.993135,6.796915,23.01446,186.046,38.95208,2716.6425,126.5125,12.34725,0.977,34.15229395323471,33.13015679323744,0.9267046151748584,3.1378362533233357,25.365873611016426,5.310802372349853,370.3923239484627,17.248960392664802,1.6834480878042128,0.1332060808507737
Chestnuts,Quantity not specified,28.0,8.12,14.8288,0.2548,0.6160000000000001,9.24,0.8876,0.56,0.28,7.28,0.0,29.0,52.96,0.91,2.2,33.0,3.17,2.0,1.0,26.0,0.0
Sauce,Quantity not specified,16.0,5.28,0.7888,0.2319999999999999,0.0911999999999999,11.84,1.3024,878.88,0.0,0.0,0.0,33.0,4.93,1.45,0.57,74.0,8.14,5493.0,0.0,0.0,0.0
Tea,recipe_1_person,217.5,6.15,0.0,0.024,0.0,3.15,0.264,4.050000000000001,0.0,0.0,0.0,2.827586206896552,0.0,0.0110344827586206,0.0,1.4482758620689655,0.1213793103448275,1.862068965517241,0.0,0.0,0.0
Bread,recipe_1_person,131.7,31.595,49.831735,4.655265,59.681635,41.0785,5.623530000000001,177.2925,0.54,0.0427499999999999,0.0,23.990129081245257,37.83730827638573,3.5347494305239184,45.31635155656796,31.1909643128322,4.26995444191344,134.61845102505697,0.4100227790432802,0.0324601366742596,0.0
Eggplant,Quantity not specified,40.0,3.6,2.352,0.092,0.072,5.6,0.392,0.8,0.4,0.88,0.0,9.0,5.88,0.23,0.18,14.0,0.98,2.0,1.0,2.2,0.0
Garlic,1 clove,3.0,5.43,0.846,0.051,0.0114,0.75,0.1986,0.51,0.0,0.3,0.0,181.0,28.2,1.7,0.38,25.0,6.62,17.0,0.0,10.0,0.0
Hummus,recipe_1_person,351.05,105.683,88.17699,8.41484,54.695935,195.4955,23.835295,877.321,19.5205,15.13815,0.148,30.104828372026773,25.11807149978636,2.397048853439681,15.580667996011965,55.6887907705455,6.789715140293405,249.9134026491953,5.56060390257798,4.312248967383565,0.0421592365759863
Pizza,1 cup,168.0,480.48,12.8688,1.6296000000000002,37.0104,45.36,29.484,1406.16,164.64,18.48,1.008,286.0,7.66,0.97,22.03,27.0,17.55,837.0,98.0,11.0,0.6
Black olives,1 olive,5.0,4.4,0.302,0.314,0.545,0.2,0.042,36.75,0.85,0.045,0.0,88.0,6.04,6.28,10.9,4.0,0.84,735.0,17.0,0.9,0.0
Pizza,recipe_1_person,181.0875,158.533875,36.263485,2.932275,17.172125,52.201125,13.8300875,516.284125,52.415125,28.283,0.2791,87.54545454545455,20.02539380133913,1.619258645682336,9.482777662732104,28.82646510664734,7.637240284392903,285.10202250293366,28.94464002208877,15.618416511355006,0.1541243873817905
Salad,recipe_1_person,257.75,221.11,24.447925,2.0903500000000004,35.04995,40.045,20.404325,540.6274999999999,82.985,86.105,0.1535,85.7846750727449,9.485130940834145,0.8109990300678953,13.598428709990298,15.536372453928225,7.916323957322986,209.74878758486904,32.19592628516004,33.40640155189137,0.0595538312318137
Glucose drink 50g,1 can (20 fl oz),620.0,0.0,69.93599999999999,0.248,0.0,0.0,2.914,477.4,0.0,0.0,0.0,0.0,11.28,0.04,0.0,0.0,0.47,77.0,0.0,0.0,0.0
Mozzarella,1 cubic inch,18.0,124.74,0.7992,0.036,3.672,4.86,4.266,125.82,36.54,0.0,0.072,693.0,4.44,0.2,20.4,27.0,23.7,699.0,203.0,0.0,0.4
Cauliflower,Quantity not specified,55.0,12.1,2.7335,0.2309999999999999,0.154,8.25,1.056,16.5,0.0,26.51,0.0,22.0,4.97,0.42,0.28,15.0,1.92,30.0,0.0,48.2,0.0
Quiche,"1 piece (1/8 of 9"" dia)",143.0,330.33,16.7024,1.5444,33.6193,55.77,14.7147,453.31,377.52,6.149,1.287,231.0,11.68,1.08,23.51,39.0,10.29,317.0,264.0,4.3,0.9
Green olives,1 cup,135.0,70.2,5.184,0.6615000000000001,20.682,14.85,1.3905,2100.6,27.0,0.0,0.0,52.0,3.84,0.49,15.32,11.0,1.03,1556.0,20.0,0.0,0.0
Bell pepper,1 miniature,30.0,1.8,2.013,0.1079999999999999,0.834,3.3,0.276,37.8,48.6,36.45,0.0,6.0,6.71,0.36,2.78,11.0,0.92,126.0,162.0,121.5,0.0
Brazil nut,1 cup,133.0,212.8,15.6142,3.2319,89.243,500.08,19.0456,3.99,0.0,0.931,0.0,160.0,11.74,2.43,67.1,376.0,14.32,3.0,0.0,0.7,0.0
Bread,recipe_1_person,200.25,30.8,27.540975,1.3169749999999998,62.65955,42.195,6.1982,85.6925,0.0,0.009,0.0,15.380774032459426,13.753295880149812,0.6576654182272159,31.290661672908865,21.071161048689135,3.095230961298377,42.79275905118602,0.0,0.0044943820224719,0.0
Pasta,"1 cup, cooked",140.0,18.2,41.846,2.394,2.38,75.6,8.33,329.0,0.0,0.0,0.0,13.0,29.89,1.71,1.7,54.0,5.95,235.0,0.0,0.0,0.0
Soup of lentils,1 cup,255.0,38.25,18.411,2.193,1.632,30.6,6.324,673.2,132.6,4.59,0.0,15.0,7.22,0.86,0.64,12.0,2.48,264.0,52.0,1.8,0.0
Prosecco,recipe_1_person,58.75,28.775,11.834875,3.818375,0.239875,7.3875,0.99225,94.7875,0.0,1.695,0.6737500000000001,48.97872340425532,20.144468085106386,6.49936170212766,0.4082978723404255,12.574468085106384,1.688936170212766,161.3404255319149,0.0,2.885106382978724,1.146808510638298
Bread,1 small or thin/very thin slice,22.0,17.6,11.6776,0.6842,0.7986,9.68,2.0548,137.72,0.0,0.088,0.0,80.0,53.08,3.11,3.63,44.0,9.34,626.0,0.0,0.4,0.0
Panna cotta,recipe_1_person,230.7,166.86249999999998,10.536385,0.09414,7.031085,15.3335,4.252905,124.25,79.2125,2.37075,0.425,72.32878196792372,4.567136974425662,0.0408062418725617,3.047717815344604,6.646510619852623,1.843478543563069,53.85782401387083,34.33571738188123,1.027633289986996,0.1842219332466406
Water with lemon juice,Quantity not specified,8.0,0.48,0.552,0.0064,0.0192,0.48,0.0279999999999999,0.08,0.0,3.096,0.0,6.0,6.9,0.08,0.24,6.0,0.35,1.0,0.0,38.7,0.0
Juice,1 individual school container,124.0,69.44,12.6108,0.0744,0.4216,12.4,0.9548,2.48,2.48,35.587999999999994,0.496,56.0,10.17,0.06,0.34,10.0,0.77,2.0,2.0,28.7,0.4
Ice cubes,Quantity not specified,360.0,21.6,0.0,0.0,0.0,7.2,0.0,10.8,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0
Braided white loaf,1 medium or regular slice,25.0,58.0,13.5175,0.9225,0.985,7.5,2.59,123.75,0.0,0.0,0.0,232.0,54.07,3.69,3.94,30.0,10.36,495.0,0.0,0.0,0.0
Emmental cheese,1 package (6 oz),170.0,1718.7,0.612,0.289,54.978,61.2,50.677,1213.8,460.7,0.0,1.02,1011.0,0.36,0.17,32.34,36.0,29.81,714.0,271.0,0.0,0.6
Hazelnut-chocolate spread(Nutella,1 cup,160.0,219.2,70.624,3.264,60.25599999999999,174.4,22.928,80.0,56.0,0.0,0.0,137.0,44.14,2.04,37.66,109.0,14.33,50.0,35.0,0.0,0.0
Quiche,recipe_1_person,121.7,521.4014999999999,10.2150575,1.4013749999999998,27.6904875,55.20875,23.03329,736.9185,178.88,0.01525,0.869525,428.4317995069844,8.393638044371405,1.1514995891536564,22.75307107641742,45.36462612982744,18.926285949055053,605.5205423171734,146.98438783894824,0.01253081347576,0.7144823336072309
Bread,recipe_1_person,157.95,119.725,41.171485,4.775015,7.423884999999999,51.8385,6.65093,365.5725,25.0825,2.5315000000000003,1.3225,75.79930357708136,26.06615068059512,3.0231180753402978,4.700148781259893,32.81956315289649,4.210781893004116,231.4482431149098,15.88002532446977,1.6027223805001585,0.8372902817347262
Hazelnut,1 nut,1.5,1.71,0.2504999999999999,0.0705,0.91125,2.445,0.2242499999999999,0.0,0.015,0.0944999999999999,0.0,114.0,16.7,4.7,60.75,163.0,14.95,0.0,1.0,6.3,0.0
Bread,recipe_1_person,110.225,79.21,41.4912825,0.747245,7.8052975,14.29725,5.320595,75.12625,87.15625,0.2371249999999999,0.322625,71.86210024948969,37.64235200725789,0.6779269675663416,7.081240644136993,12.970968473576775,4.8270310728056245,68.15717849852575,79.07121796325698,0.2151281469721025,0.2926967566341574
Soup,recipe_1_person,33.0,38.855,2.8320000000000003,0.905025,0.346175,24.185,2.2300249999999995,98.6575,24.9225,4.45,0.0765,117.74242424242424,8.581818181818182,2.7425,1.0490151515151516,73.28787878787878,6.757651515151515,298.9621212121212,75.52272727272727,13.484848484848484,0.2318181818181818
Curry,recipe_1_person,431.325,135.58575,43.922335,2.6917675,19.604,53.09475,11.30489,687.651,116.0005,39.6524,0.29325,31.434707007476963,10.183118298266969,0.6240694371993277,4.545064626441778,12.309685272126586,2.620967947603316,159.42757781255435,26.893989451109952,9.19316060974903,0.0679881759693966
Rice,recipe_1_person,174.25,26.6175,34.05175,2.01785,2.855275,25.0275,5.967899999999999,209.74,0.965,0.17025,0.0,15.275466284074604,19.54189383070301,1.1580200860832135,1.6386083213773317,14.362984218077475,3.424906743185079,120.36728837876616,0.5538020086083214,0.0977044476327116,0.0
Bacon,recipe_1_person,51.25,34.3375,5.92,0.365325,10.206675,11.1925,4.961425,419.3075,5.8375,0.471,2.008,67.0,11.551219512195122,0.7128292682926829,19.915463414634143,21.839024390243903,9.680829268292683,818.1609756097561,11.390243902439025,0.9190243902439024,3.918048780487805
Mashed potatoes,1 small,130.0,19.5,26.091,1.339,5.225999999999999,35.1,3.133,235.3,48.1,11.83,0.0,15.0,20.07,1.03,4.02,27.0,2.41,181.0,37.0,9.1,0.0
Spinach,1 leaf,10.0,6.8,0.241,0.126,0.062,9.3,0.285,11.1,28.3,2.65,0.0,68.0,2.41,1.26,0.62,93.0,2.85,111.0,283.0,26.5,0.0
Naan (indien bread),recipe_1_person,266.9,86.75125,45.0821975,1.77798,11.054225,58.99,8.3489775,221.5525,49.24,0.8965000000000001,0.624625,32.503278381416266,16.89104439865118,0.6661596103409516,4.141710378418884,22.10191082802548,3.1281294492319223,83.00955414012739,18.44885724990633,0.3358935931060323,0.2340295991007868
Cream spinach,recipe_1_person,282.625,251.43625,53.9634125,4.34405,24.9093,161.6,14.6199875,524.325,692.03,19.72025,0.989625,88.96461742591774,19.09364440513048,1.5370367094206103,8.813551525873509,57.17823971693941,5.172927908005308,185.5196815568333,244.8580274214949,6.977532065457762,0.3501547987616099
Halloumi,recipe_1_person,267.5,133.65,63.854,2.009125,10.476125,43.325,11.85975,311.40000000000003,63.5,0.225,1.25125,49.96261682242991,23.87065420560748,0.7510747663551404,3.916308411214954,16.19626168224299,4.43355140186916,116.41121495327104,23.738317757009344,0.0841121495327102,0.4677570093457944
Chicken curry (cream/coconut milk. curry spices/paste)),recipe_1_person,403.1625,64.24225,54.0731275,2.49539875,12.49186125,68.55075,12.31697,675.4995,37.39625,26.26,0.279925,15.934579729017456,13.412241341890676,0.6189560661023781,3.098468049483769,17.003255511115245,3.0550882088487894,167.55018137847642,9.27572628902738,6.513502619911327,0.0694323008712368
Sauce,1 cup,260.0,75.4,9.256,1.5079999999999998,17.082,26.0,2.99,642.2,156.0,20.28,0.52,29.0,3.56,0.58,6.57,10.0,1.15,247.0,60.0,7.8,0.2
Bread,1 small or thin/very thin slice,32.0,16.64,16.6016,1.2512,0.7744,10.24,3.44,192.64,0.0,0.0,0.0,52.0,51.88,3.91,2.42,32.0,10.75,602.0,0.0,0.0,0.0
Tomme,1 packet,44.0,22.44,11.264,0.0527999999999999,0.4443999999999999,6.6,0.6688,358.16,2.2,0.22,0.0,51.0,25.6,0.12,1.01,15.0,1.52,814.0,5.0,0.5,0.0
Vegetable mix,1 Burger King side salad,98.0,31.36,4.4884,0.3038,0.196,18.62,1.0486,38.22,234.22,9.408,0.0,32.0,4.58,0.31,0.2,19.0,1.07,39.0,239.0,9.6,0.0
Parsley,Quantity not specified,4.0,5.52,0.2532,0.248,0.0316,2.0,0.1188,2.24,16.84,5.32,0.0,138.0,6.33,6.2,0.79,50.0,2.97,56.0,421.0,133.0,0.0
Brownie,recipe_1_person,381.05,198.5415,58.78328,5.138579999999999,41.33415,172.0585,20.59718,619.256,138.8375,0.4675,0.8075,52.10379215326073,15.426657918908278,1.3485316887547565,10.847434719853036,45.153785592441935,5.405374622752919,162.51305602939246,36.43550715129248,0.1226873113764597,0.2119144469229759
Salami,"1 slice, NFS",28.0,6.72,0.2016,0.3808,8.862,5.6,5.8996,491.68,3.08,0.0,0.252,24.0,0.72,1.36,31.65,20.0,21.07,1756.0,11.0,0.0,0.9
Dairy ice cream,recipe_1_person,173.25,120.675,38.778975,4.48315,21.631325,35.905,9.417825,518.4225,123.5775,2.255,2.24875,69.65367965367966,22.383246753246752,2.587676767676767,12.485613275613275,20.72438672438673,5.435974025974026,299.23376623376623,71.32900432900433,1.3015873015873016,1.297979797979798
Carrot cake,recipe_1_person,335.475,44.95,49.750845,1.384245,119.543235,41.236,8.74667,314.8675,221.985,10.51625,0.355,13.398911990461285,14.8299709367315,0.4126224010731052,35.63402190923317,12.29182502421939,2.607249422460689,93.85721737834412,66.1703554661301,3.1347343319174303,0.1058201058201058
Beetroot,1 cup,150.0,183.0,6.765,4.02,4.305,109.5,3.45,547.5,487.5,32.85,0.0,122.0,4.51,2.68,2.87,73.0,2.3,365.0,325.0,21.9,0.0
Salad dressing,recipe_1_person,209.5,53.925,15.937825,0.7478,6.482425,19.7125,1.79035,209.27,60.5025,59.331,0.0,25.73985680190931,7.60755369928401,0.356945107398568,3.0942362768496423,9.409307875894989,0.854582338902148,99.89021479713604,28.87947494033413,28.320286396181388,0.0
Mixed salad (chopped without sauce),Quantity not specified,74.0,22.94,3.0266,0.2294,0.1406,14.8,0.8806,25.16,131.72,11.692,0.0,31.0,4.09,0.31,0.19,20.0,1.19,34.0,178.0,15.8,0.0
Feta,1 cubic inch,17.0,63.07,0.9486,0.0119,3.2436,3.06,3.3507,175.78,24.99,0.0,0.0,371.0,5.58,0.07,19.08,18.0,19.71,1034.0,147.0,0.0,0.0
Bread,recipe_1_person,195.0,95.58,67.189325,8.988225,2.478125,52.2225,10.2678,283.885,1.1775,5.58675,1.5625,49.01538461538462,34.4560641025641,4.609346153846154,1.2708333333333333,26.78076923076923,5.265538461538461,145.58205128205128,0.6038461538461538,2.865,0.8012820512820513
Chickpeas,Quantity not specified,92.0,42.32,23.4416,2.484,8.1972,41.4,7.571600000000001,204.24,0.92,1.012,0.0,46.0,25.48,2.7,8.91,45.0,8.23,222.0,1.0,1.1,0.0
Oil,1 tablespoon,14.0,0.14,0.0,0.0784,14.0,0.0,0.0,0.28,0.0,0.0,0.0,1.0,0.0,0.56,100.0,0.0,0.0,2.0,0.0,0.0,0.0
Potato salad,Quantity not specified,138.0,13.8,21.8178,0.414,15.373200000000002,22.08,2.0838,247.02,5.52,8.004,0.0,10.0,15.81,0.3,11.14,16.0,1.51,179.0,4.0,5.8,0.0
Balsamic salad dressing,recipe_1_person,63.7,21.875,4.067635,0.504815,5.363085,5.416,4.69488,226.3825,56.1725,3.88725,0.7862499999999999,34.34065934065934,6.385612244897959,0.7924882260596546,8.419285714285717,8.502354788069075,7.370298273155416,355.3885400313972,88.1828885400314,6.10243328100471,1.2343014128728416
Romanesco,recipe_1_person,124.0,30.0075,14.5667,1.023025,10.17535,20.2375,2.64585,127.1075,49.885,68.92075,0.0,24.199596774193548,11.747338709677418,0.8250201612903225,8.20592741935484,16.320564516129032,2.1337500000000005,102.50604838709675,40.229838709677416,55.58125,0.0
Kolhrabi,Quantity not specified,68.0,16.32,4.216,0.272,0.068,12.92,1.156,13.6,1.36,42.16,0.0,24.0,6.2,0.4,0.1,19.0,1.7,20.0,2.0,62.0,0.0
Alfa sprouts,Quantity not specified,17.0,5.44,0.357,0.1632,0.1172999999999999,4.59,0.6783,1.02,1.36,1.3939999999999997,0.0,32.0,2.1,0.96,0.69,27.0,3.99,6.0,8.0,8.2,0.0
Brussel sprouts,recipe_1_person,70.5,5.3525,2.0250250000000003,0.180475,59.5958,3.1950000000000003,0.5293,17.3775,0.07,1.059,0.0,7.592198581560283,2.872375886524823,0.2559929078014184,84.53304964539007,4.531914893617022,0.7507801418439717,24.648936170212767,0.0992907801418439,1.502127659574468,0.0
Bacon,Guideline amount if topping,8.0,0.72,0.1119999999999999,0.2512,2.752,2.16,2.504,120.0,0.0,0.0,0.016,9.0,1.4,3.14,34.4,27.0,31.3,1500.0,0.0,0.0,0.2
Bulgur,recipe_1_person,267.0,68.55499999999999,42.983625,3.135725,67.285775,40.885,11.365025,1019.14,584.755,56.08675,0.45975,25.676029962546817,16.098735955056178,1.174428838951311,25.20066479400749,15.312734082397004,4.256563670411985,381.7003745318352,219.00936329588012,21.0062734082397,0.172191011235955
Pumpkin,recipe_1_person,476.825,372.60875,69.3993225,3.97569,48.26256,116.7585,22.4103925,485.915,296.07,1.97625,1.928875,78.14371100508572,14.554463901850786,0.8337838829759346,10.121650500707808,24.486656530173544,4.699919781890631,101.906359775599,62.091962460022025,0.4144602317412048,0.4045247208095213
Tea,1 small,360.0,0.0,1.08,0.072,0.0,10.8,0.0,10.8,0.0,0.0,0.0,0.0,0.3,0.02,0.0,3.0,0.0,3.0,0.0,0.0,0.0
Kiwi,1 fruit,75.0,26.25,10.5,0.18,0.33,12.0,0.795,3.75,3.0,56.025,0.0,35.0,14.0,0.24,0.44,16.0,1.06,5.0,4.0,74.7,0.0
Chocolate egg,recipe_1_person,336.05,49.1655,18.367595,1.005175,12.25191,35.468,2.868465,131.0995,37.3775,0.075,0.28725,14.63041214105044,5.465732777860437,0.2991147150721618,3.645859247135842,10.55438178842434,0.8535828001785448,39.0119029906264,11.122600803451869,0.0223181074244904,0.0854783514357982
Cappuccino,recipe_1_person,21.375,19.94125,1.4335625,0.00845,0.6836500000000001,5.515000000000001,0.5584625,8.055,9.045,0.02425,0.174625,93.29239766081872,6.7067251461988295,0.03953216374269,3.198362573099416,25.80116959064328,2.612690058479532,37.68421052631579,42.31578947368421,0.1134502923976608,0.8169590643274854
Chicken,recipe_1_person,167.5875,493.1145,45.209875,3.39087125,26.72594625,43.57375,19.9709725,1324.3725,103.321,4.070749999999999,2.241675,294.24300738420226,26.97687775042888,2.023343775639592,15.94745804430521,26.000596703214736,11.916743492205562,790.257328261356,61.65197285000373,2.429029611397032,1.3376146788990826
Zucchini,Quantity not specified,124.0,23.56,14.5948,2.0708,3.3604000000000003,28.52,5.369199999999999,256.68,8.68,3.968,0.0,19.0,11.77,1.67,2.71,23.0,4.33,207.0,7.0,3.2,0.0
Gruyère,recipe_1_person,192.375,482.13125,52.2454625,3.026475,26.1893,78.11,23.5830125,494.005,183.92,54.47325,0.742125,250.62053281351527,27.15813515269656,1.5732163742690055,13.613671215074726,40.60298895386615,12.258875893437295,256.7927225471085,95.60493827160494,28.31617933723197,0.3857699805068226
Bread,"1 slice, snack-size",10.0,6.8,4.75,0.287,0.31,5.4,0.87,59.6,0.0,0.0,0.0,68.0,47.5,2.87,3.1,54.0,8.7,596.0,0.0,0.0,0.0
Fresh cheese,recipe_1_person,63.875,74.89874999999999,3.0953124999999995,0.0173625,0.6706375000000001,7.0912500000000005,2.146375,71.24875,22.75625,0.6527499999999999,0.310625,117.25831702544032,4.845890410958904,0.0271819960861056,1.0499217221135029,11.101761252446185,3.36027397260274,111.5440313111546,35.62622309197652,1.0219178082191782,0.4863013698630137
Mango,1 slice/chunk,25.0,2.75,3.745,0.04,0.095,2.5,0.205,0.25,13.5,9.1,0.0,11.0,14.98,0.16,0.38,10.0,0.82,1.0,54.0,36.4,0.0
Spinach,recipe_1_person,227.575,402.92775,13.38512,0.646975,72.0317125,51.44625,13.9160025,983.5885,697.8975,7.16,0.51615,177.0527298692739,5.881630231791717,0.2842908931121609,31.65185653081402,22.606283642755137,6.114908271998242,432.20410853564766,306.66703284631444,3.146215533340657,0.226804350214215
Fish,1 cubic inch,17.0,2.89,1.1288,0.1462,2.4684,4.59,3.2844,59.5,4.93,0.153,0.901,17.0,6.64,0.86,14.52,27.0,19.32,350.0,29.0,0.9,5.3
Crisps,recipe_1_person,327.15,57.9075,56.98672,1.30543,60.921695,44.8945,6.970485,427.875,484.15,4.7935,0.238,17.700596056854653,17.419141066788935,0.3990310255234601,18.621945590707625,13.722909980131435,2.130669417698303,130.78862906923428,147.99021855418002,1.46523001681186,0.0727495032859544
Pork,1 cubic inch,17.0,1.7,0.0,0.1343,1.4738999999999998,4.42,4.6138,59.16,0.0,0.0,0.1189999999999999,10.0,0.0,0.79,8.67,26.0,27.14,348.0,0.0,0.0,0.7
Rosti,recipe_1_person,254.5,452.5425,20.770525,0.717825,77.985775,40.5,16.727899999999998,643.3475,198.865,61.4715,0.3825,177.8163064833006,8.16130648330059,0.2820530451866405,30.642740667976422,15.913555992141454,6.572848722986247,252.78880157170923,78.13948919449902,24.15383104125737,0.1502946954813359
Milk Chocolate with hazelnuts,recipe_1_person,199.0,236.3,55.11415,2.01835,14.3169,57.470000000000006,7.301375,119.305,57.2375,2.066,0.152,118.74371859296484,27.69555276381909,1.014246231155779,7.194422110552764,28.87939698492462,3.669032663316583,59.95226130653266,28.762562814070357,1.0381909547738692,0.0763819095477387
Flakes,"1 cup, dry, yields",485.0,58.2,54.1745,3.2495000000000003,12.7555,116.4,10.573000000000002,392.85,77.6,0.0,0.0,12.0,11.17,0.67,2.63,24.0,2.18,81.0,16.0,0.0,0.0
Bread,recipe_1_person,248.725,79.2175,70.248595,5.113345,5.240785,63.1585,8.09357,311.935,4.3625,36.41675,0.9365,31.84943210372901,28.243479746708207,2.0558226957483163,2.1070600060307565,25.392903809428084,3.254023519951753,125.41360940798069,1.753945120112574,14.641370992059503,0.3765202532917881
Tuna,Quantity not specified,90.0,16.2,0.072,1.503,0.846,20.7,17.1,197.1,15.3,0.0,1.08,18.0,0.08,1.67,0.94,23.0,19.0,219.0,17.0,0.0,1.2
Walnut,1 cup,120.0,105.6,13.092,2.688,83.68799999999999,170.4,17.472,0.0,1.2,1.56,0.0,88.0,10.91,2.24,69.74,142.0,14.56,0.0,1.0,1.3,0.0
